title,description,link,parameters
sklearn.metrics.mean_poisson_deviance,Mean Poisson deviance regression loss.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.mean_poisson_deviance.html,"y_true,y_pred,*,sample_weight=None"
sklearn.metrics.r2_score,\\(R^2\\) (coefficient of determination) regression score function.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.r2_score.html,"y_true,y_pred,*,sample_weight=None,multioutput='uniform_average',force_finite=True"
sklearn.metrics.mean_absolute_percentage_error,Mean absolute percentage error (MAPE) regression loss.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.mean_absolute_percentage_error.html,"y_true,y_pred,*,sample_weight=None,multioutput='uniform_average'"
sklearn.metrics.median_absolute_error,Median absolute error regression loss.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.median_absolute_error.html,"y_true,y_pred,*,multioutput='uniform_average',sample_weight=None"
sklearn.metrics.mean_squared_log_error,Mean squared logarithmic error regression loss.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.mean_squared_log_error.html,"y_true,y_pred,*,sample_weight=None,multioutput='uniform_average',squared=True"
sklearn.metrics.mean_squared_error,Mean squared error regression loss.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.mean_squared_error.html,"y_true,y_pred,*,sample_weight=None,multioutput='uniform_average',squared=True"
sklearn.metrics.mean_absolute_error,Mean absolute error regression loss.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.mean_absolute_error.html,"y_true,y_pred,*,sample_weight=None,multioutput='uniform_average'"
sklearn.metrics.max_error,The max_error metric calculates the maximum residual error.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.max_error.html,"y_true,y_pred"
sklearn.metrics.explained_variance_score,Explained variance regression score function.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.explained_variance_score.html,"y_true,y_pred,*,sample_weight=None,multioutput='uniform_average',force_finite=True"
sklearn.metrics.zero_one_loss,Zero-one classification loss.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.zero_one_loss.html,"y_true,y_pred,*,normalize=True,sample_weight=None"
sklearn.metrics.top_k_accuracy_score,Top-k Accuracy classification score.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.top_k_accuracy_score.html,"y_true,y_score,*,k=2,normalize=True,sample_weight=None,labels=None"
sklearn.metrics.roc_curve,Compute Receiver operating characteristic (ROC).,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.roc_curve.html,"y_true,y_score,*,pos_label=None,sample_weight=None,drop_intermediate=True"
sklearn.metrics.roc_auc_score,Compute Area Under the Receiver Operating Characteristic Curve (ROC AUC)     from prediction scores.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.roc_auc_score.html,"y_true,y_score,*,average='macro',sample_weight=None,max_fpr=None,multi_class='raise',labels=None"
sklearn.metrics.recall_score,Compute the recall.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.recall_score.html,"y_true,y_pred,*,labels=None,pos_label=1,average='binary',sample_weight=None,zero_division='warn'"
sklearn.metrics.precision_score,Compute the precision.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.precision_score.html,"y_true,y_pred,*,labels=None,pos_label=1,average='binary',sample_weight=None,zero_division='warn'"
sklearn.metrics.precision_recall_fscore_support,"Compute precision, recall, F-measure and support for each class.",https://scikit-learn.org/stable/modules/generated/sklearn.metrics.precision_recall_fscore_support.html,"y_true,y_pred,*,beta=1.0,labels=None,pos_label=1,average=None,warn_for=('precision'﹐ 'recall'﹐ 'f-score'),sample_weight=None,zero_division='warn'"
sklearn.metrics.precision_recall_curve,Compute precision-recall pairs for different probability thresholds.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.precision_recall_curve.html,"y_true,probas_pred,*,pos_label=None,sample_weight=None"
sklearn.metrics.ndcg_score,Compute Normalized Discounted Cumulative Gain.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.ndcg_score.html,"y_true,y_score,*,k=None,sample_weight=None,ignore_ties=False"
sklearn.metrics.multilabel_confusion_matrix,Compute a confusion matrix for each class or sample.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.multilabel_confusion_matrix.html,"y_true,y_pred,*,sample_weight=None,labels=None,samplewise=False"
sklearn.metrics.matthews_corrcoef,Compute the Matthews correlation coefficient (MCC).,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.matthews_corrcoef.html,"y_true,y_pred,*,sample_weight=None"
sklearn.metrics.log_loss,"Log loss, aka logistic loss or cross-entropy loss.",https://scikit-learn.org/stable/modules/generated/sklearn.metrics.log_loss.html,"y_true,y_pred,*,eps='auto',normalize=True,sample_weight=None,labels=None"
sklearn.metrics.jaccard_score,Jaccard similarity coefficient score.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.jaccard_score.html,"y_true,y_pred,*,labels=None,pos_label=1,average='binary',sample_weight=None,zero_division='warn'"
sklearn.metrics.hinge_loss,Average hinge loss (non-regularized).,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.hinge_loss.html,"y_true,pred_decision,*,labels=None,sample_weight=None"
sklearn.metrics.hamming_loss,Compute the average Hamming loss.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.hamming_loss.html,"y_true,y_pred,*,sample_weight=None"
sklearn.metrics.fbeta_score,Compute the F-beta score.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.fbeta_score.html,"y_true,y_pred,*,beta,labels=None,pos_label=1,average='binary',sample_weight=None,zero_division='warn'"
sklearn.metrics.f1_score,"Compute the F1 score, also known as balanced F-score or F-measure.",https://scikit-learn.org/stable/modules/generated/sklearn.metrics.f1_score.html,"y_true,y_pred,*,labels=None,pos_label=1,average='binary',sample_weight=None,zero_division='warn'"
sklearn.metrics.det_curve,Compute error rates for different probability thresholds.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.det_curve.html,"y_true,y_score,pos_label=None,sample_weight=None"
sklearn.metrics.dcg_score,Compute Discounted Cumulative Gain.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.dcg_score.html,"y_true,y_score,*,k=None,log_base=2,sample_weight=None,ignore_ties=False"
sklearn.metrics.confusion_matrix,Compute confusion matrix to evaluate the accuracy of a classification.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.confusion_matrix.html,"y_true,y_pred,*,labels=None,sample_weight=None,normalize=None"
sklearn.metrics.cohen_kappa_score,Compute Cohen’s kappa: a statistic that measures inter-annotator agreement.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.cohen_kappa_score.html,"y1,y2,*,labels=None,weights=None,sample_weight=None"
sklearn.metrics.classification_report,Build a text report showing the main classification metrics.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.classification_report.html,"y_true,y_pred,*,labels=None,target_names=None,sample_weight=None,digits=2,output_dict=False,zero_division='warn'"
sklearn.metrics.class_likelihood_ratios,Compute binary classification positive and negative likelihood ratios.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.class_likelihood_ratios.html,"y_true,y_pred,*,labels=None,sample_weight=None,raise_warning=True"
sklearn.metrics.brier_score_loss,Compute the Brier score loss.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.brier_score_loss.html,"y_true,y_prob,*,sample_weight=None,pos_label=None"
sklearn.metrics.balanced_accuracy_score,Compute the balanced accuracy.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.balanced_accuracy_score.html,"y_true,y_pred,*,sample_weight=None,adjusted=False"
sklearn.metrics.average_precision_score,Compute average precision (AP) from prediction scores.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.average_precision_score.html,"y_true,y_score,*,average='macro',pos_label=1,sample_weight=None"
sklearn.metrics.auc,Compute Area Under the Curve (AUC) using the trapezoidal rule.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.auc.html,"x,y"
sklearn.metrics.accuracy_score,Accuracy classification score.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.accuracy_score.html,"y_true,y_pred,*,normalize=True,sample_weight=None"
sklearn.metrics.make_scorer,Make a scorer from a performance metric or loss function.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.make_scorer.html,"score_func,*,greater_is_better=True,needs_proba=False,needs_threshold=False,**kwargs"
sklearn.metrics.get_scorer_names,Get the names of all available scorers.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.get_scorer_names.html,
sklearn.metrics.get_scorer,Get a scorer from string.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.get_scorer.html,scoring
sklearn.metrics.check_scoring,Determine scorer from user options.,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.check_scoring.html,"estimator,scoring=None,*,allow_none=False"
sklearn.manifold.trustworthiness,Indicate to what extent the local structure is retained.,https://scikit-learn.org/stable/modules/generated/sklearn.manifold.trustworthiness.html,"X,X_embedded,*,n_neighbors=5,metric='euclidean'"
sklearn.manifold.spectral_embedding,Project the sample on the first eigenvectors of the graph Laplacian.,https://scikit-learn.org/stable/modules/generated/sklearn.manifold.spectral_embedding.html,"adjacency,*,n_components=8,eigen_solver=None,random_state=None,eigen_tol='auto',norm_laplacian=True,drop_first=True"
sklearn.manifold.smacof,Compute multidimensional scaling using the SMACOF algorithm.,https://scikit-learn.org/stable/modules/generated/sklearn.manifold.smacof.html,"dissimilarities,*,metric=True,n_components=2,init=None,n_init=8,n_jobs=None,max_iter=300,verbose=0,eps=0.001,random_state=None,return_n_iter=False,normalized_stress='warn'"
sklearn.manifold.locally_linear_embedding,Perform a Locally Linear Embedding analysis on the data.,https://scikit-learn.org/stable/modules/generated/sklearn.manifold.locally_linear_embedding.html,"X,*,n_neighbors,n_components,reg=0.001,eigen_solver='auto',tol=1e-06,max_iter=100,method='standard',hessian_tol=0.0001,modified_tol=1e-12,random_state=None,n_jobs=None"
sklearn.manifold.TSNE,T-distributed Stochastic Neighbor Embedding.,https://scikit-learn.org/stable/modules/generated/sklearn.manifold.TSNE.html,"n_components=2,*,perplexity=30.0,early_exaggeration=12.0,learning_rate='auto',n_iter=1000,n_iter_without_progress=300,min_grad_norm=1e-07,metric='euclidean',metric_params=None,init='pca',verbose=0,random_state=None,method='barnes_hut',angle=0.5,n_jobs=None,square_distances='deprecated'"
sklearn.manifold.SpectralEmbedding,Spectral embedding for non-linear dimensionality reduction.,https://scikit-learn.org/stable/modules/generated/sklearn.manifold.SpectralEmbedding.html,"n_components=2,*,affinity='nearest_neighbors',gamma=None,random_state=None,eigen_solver=None,eigen_tol='auto',n_neighbors=None,n_jobs=None"
sklearn.manifold.MDS,Multidimensional scaling.,https://scikit-learn.org/stable/modules/generated/sklearn.manifold.MDS.html,"n_components=2,*,metric=True,n_init=4,max_iter=300,verbose=0,eps=0.001,n_jobs=None,random_state=None,dissimilarity='euclidean',normalized_stress='warn'"
sklearn.manifold.LocallyLinearEmbedding,Locally Linear Embedding.,https://scikit-learn.org/stable/modules/generated/sklearn.manifold.LocallyLinearEmbedding.html,"*,n_neighbors=5,n_components=2,reg=0.001,eigen_solver='auto',tol=1e-06,max_iter=100,method='standard',hessian_tol=0.0001,modified_tol=1e-12,neighbors_algorithm='auto',random_state=None,n_jobs=None"
sklearn.manifold.Isomap,Isomap Embedding.,https://scikit-learn.org/stable/modules/generated/sklearn.manifold.Isomap.html,"*,n_neighbors=5,radius=None,n_components=2,eigen_solver='auto',tol=0,max_iter=None,path_method='auto',neighbors_algorithm='auto',n_jobs=None,metric='minkowski',p=2,metric_params=None"
sklearn.linear_model.ridge_regression,Solve the ridge equation by the method of normal equations.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.ridge_regression.html,"X,y,alpha,*,sample_weight=None,solver='auto',max_iter=None,tol=0.0001,verbose=0,positive=False,random_state=None,return_n_iter=False,return_intercept=False,check_input=True"
sklearn.linear_model.orthogonal_mp_gram,Gram Orthogonal Matching Pursuit (OMP).,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.orthogonal_mp_gram.html,"Gram,Xy,*,n_nonzero_coefs=None,tol=None,norms_squared=None,copy_Gram=True,copy_Xy=True,return_path=False,return_n_iter=False"
sklearn.linear_model.orthogonal_mp,Orthogonal Matching Pursuit (OMP).,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.orthogonal_mp.html,"X,y,*,n_nonzero_coefs=None,tol=None,precompute=False,copy_X=True,return_path=False,return_n_iter=False"
sklearn.linear_model.lasso_path,Compute Lasso path with coordinate descent.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.lasso_path.html,"X,y,*,eps=0.001,n_alphas=100,alphas=None,precompute='auto',Xy=None,copy_X=True,coef_init=None,verbose=False,return_n_iter=False,positive=False,**params"
sklearn.linear_model.lars_path_gram,The lars_path in the sufficient stats mode [1].,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.lars_path_gram.html,"Xy,Gram,*,n_samples,max_iter=500,alpha_min=0,method='lar',copy_X=True,eps=2.220446049250313e-16,copy_Gram=True,verbose=0,return_path=True,return_n_iter=False,positive=False"
sklearn.linear_model.lars_path,Compute Least Angle Regression or Lasso path using LARS algorithm [1].,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.lars_path.html,"X,y,Xy=None,*,Gram=None,max_iter=500,alpha_min=0,method='lar',copy_X=True,eps=2.220446049250313e-16,copy_Gram=True,verbose=0,return_path=True,return_n_iter=False,positive=False"
sklearn.linear_model.enet_path,Compute elastic net path with coordinate descent.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.enet_path.html,"X,y,*,l1_ratio=0.5,eps=0.001,n_alphas=100,alphas=None,precompute='auto',Xy=None,copy_X=True,coef_init=None,verbose=False,return_n_iter=False,positive=False,check_input=True,**params"
sklearn.linear_model.PassiveAggressiveRegressor,Passive Aggressive Regressor.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.PassiveAggressiveRegressor.html,"*,C=1.0,fit_intercept=True,max_iter=1000,tol=0.001,early_stopping=False,validation_fraction=0.1,n_iter_no_change=5,shuffle=True,verbose=0,loss='epsilon_insensitive',epsilon=0.1,random_state=None,warm_start=False,average=False"
sklearn.linear_model.GammaRegressor,Generalized Linear Model with a Gamma distribution.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.GammaRegressor.html,"*,alpha=1.0,fit_intercept=True,solver='lbfgs',max_iter=100,tol=0.0001,warm_start=False,verbose=0"
sklearn.linear_model.TweedieRegressor,Generalized Linear Model with a Tweedie distribution.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.TweedieRegressor.html,"*,power=0.0,alpha=1.0,fit_intercept=True,link='auto',solver='lbfgs',max_iter=100,tol=0.0001,warm_start=False,verbose=0"
sklearn.linear_model.PoissonRegressor,Generalized Linear Model with a Poisson distribution.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.PoissonRegressor.html,"*,alpha=1.0,fit_intercept=True,solver='lbfgs',max_iter=100,tol=0.0001,warm_start=False,verbose=0"
sklearn.linear_model.TheilSenRegressor,Theil-Sen Estimator: robust multivariate regression model.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.TheilSenRegressor.html,"*,fit_intercept=True,copy_X=True,max_subpopulation=10000.0,n_subsamples=None,max_iter=300,tol=0.001,random_state=None,n_jobs=None,verbose=False"
sklearn.linear_model.RANSACRegressor,RANSAC (RANdom SAmple Consensus) algorithm.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.RANSACRegressor.html,"estimator=None,*,min_samples=None,residual_threshold=None,is_data_valid=None,is_model_valid=None,max_trials=100,max_skips=inf,stop_n_inliers=inf,stop_score=inf,stop_probability=0.99,loss='absolute_error',random_state=None,base_estimator='deprecated'"
sklearn.linear_model.QuantileRegressor,Linear regression model that predicts conditional quantiles.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.QuantileRegressor.html,"*,quantile=0.5,alpha=1.0,fit_intercept=True,solver='warn',solver_options=None"
sklearn.linear_model.HuberRegressor,L2-regularized linear regression model that is robust to outliers.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.HuberRegressor.html,"*,epsilon=1.35,max_iter=100,alpha=0.0001,warm_start=False,fit_intercept=True,tol=1e-05"
sklearn.linear_model.MultiTaskLassoCV,Multi-task Lasso model trained with L1/L2 mixed-norm as regularizer.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.MultiTaskLassoCV.html,"*,eps=0.001,n_alphas=100,alphas=None,fit_intercept=True,max_iter=1000,tol=0.0001,copy_X=True,cv=None,verbose=False,n_jobs=None,random_state=None,selection='cyclic'"
sklearn.linear_model.MultiTaskLasso,Multi-task Lasso model trained with L1/L2 mixed-norm as regularizer.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.MultiTaskLasso.html,"alpha=1.0,*,fit_intercept=True,copy_X=True,max_iter=1000,tol=0.0001,warm_start=False,random_state=None,selection='cyclic'"
sklearn.linear_model.MultiTaskElasticNetCV,Multi-task L1/L2 ElasticNet with built-in cross-validation.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.MultiTaskElasticNetCV.html,"*,l1_ratio=0.5,eps=0.001,n_alphas=100,alphas=None,fit_intercept=True,max_iter=1000,tol=0.0001,cv=None,copy_X=True,verbose=0,n_jobs=None,random_state=None,selection='cyclic'"
sklearn.linear_model.MultiTaskElasticNet,Multi-task ElasticNet model trained with L1/L2 mixed-norm as regularizer.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.MultiTaskElasticNet.html,"alpha=1.0,*,l1_ratio=0.5,fit_intercept=True,copy_X=True,max_iter=1000,tol=0.0001,warm_start=False,random_state=None,selection='cyclic'"
sklearn.linear_model.BayesianRidge,Bayesian ridge regression.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.BayesianRidge.html,"*,n_iter=300,tol=0.001,alpha_1=1e-06,alpha_2=1e-06,lambda_1=1e-06,lambda_2=1e-06,alpha_init=None,lambda_init=None,compute_score=False,fit_intercept=True,copy_X=True,verbose=False"
sklearn.linear_model.ARDRegression,Bayesian ARD regression.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.ARDRegression.html,"*,n_iter=300,tol=0.001,alpha_1=1e-06,alpha_2=1e-06,lambda_1=1e-06,lambda_2=1e-06,compute_score=False,threshold_lambda=10000.0,fit_intercept=True,copy_X=True,verbose=False"
sklearn.linear_model.OrthogonalMatchingPursuitCV,Cross-validated Orthogonal Matching Pursuit model (OMP).,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.OrthogonalMatchingPursuitCV.html,"*,copy=True,fit_intercept=True,normalize='deprecated',max_iter=None,cv=None,n_jobs=None,verbose=False"
sklearn.linear_model.OrthogonalMatchingPursuit,Orthogonal Matching Pursuit model (OMP).,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.OrthogonalMatchingPursuit.html,"*,n_nonzero_coefs=None,tol=None,fit_intercept=True,normalize='deprecated',precompute='auto'"
sklearn.linear_model.LassoLarsIC,Lasso model fit with Lars using BIC or AIC for model selection.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LassoLarsIC.html,"criterion='aic',*,fit_intercept=True,verbose=False,normalize='deprecated',precompute='auto',max_iter=500,eps=2.220446049250313e-16,copy_X=True,positive=False,noise_variance=None"
sklearn.linear_model.LassoLarsCV,"Cross-validated Lasso, using the LARS algorithm.",https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LassoLarsCV.html,"*,fit_intercept=True,verbose=False,max_iter=500,normalize='deprecated',precompute='auto',cv=None,max_n_alphas=1000,n_jobs=None,eps=2.220446049250313e-16,copy_X=True,positive=False"
sklearn.linear_model.LassoLars,Lasso model fit with Least Angle Regression a.k.a. Lars.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LassoLars.html,"alpha=1.0,*,fit_intercept=True,verbose=False,normalize='deprecated',precompute='auto',max_iter=500,eps=2.220446049250313e-16,copy_X=True,fit_path=True,positive=False,jitter=None,random_state=None"
sklearn.linear_model.LassoCV,Lasso linear model with iterative fitting along a regularization path.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LassoCV.html,"*,eps=0.001,n_alphas=100,alphas=None,fit_intercept=True,precompute='auto',max_iter=1000,tol=0.0001,copy_X=True,cv=None,verbose=False,n_jobs=None,positive=False,random_state=None,selection='cyclic'"
sklearn.linear_model.Lasso,Linear Model trained with L1 prior as regularizer (aka the Lasso).,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.Lasso.html,"alpha=1.0,*,fit_intercept=True,precompute=False,copy_X=True,max_iter=1000,tol=0.0001,warm_start=False,positive=False,random_state=None,selection='cyclic'"
sklearn.linear_model.LarsCV,Cross-validated Least Angle Regression model.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LarsCV.html,"*,fit_intercept=True,verbose=False,max_iter=500,normalize='deprecated',precompute='auto',cv=None,max_n_alphas=1000,n_jobs=None,eps=2.220446049250313e-16,copy_X=True"
sklearn.linear_model.Lars,Least Angle Regression model a.k.a. LAR.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.Lars.html,"*,fit_intercept=True,verbose=False,normalize='deprecated',precompute='auto',n_nonzero_coefs=500,eps=2.220446049250313e-16,copy_X=True,fit_path=True,jitter=None,random_state=None"
sklearn.linear_model.ElasticNetCV,Elastic Net model with iterative fitting along a regularization path.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.ElasticNetCV.html,"*,l1_ratio=0.5,eps=0.001,n_alphas=100,alphas=None,fit_intercept=True,precompute='auto',max_iter=1000,tol=0.0001,cv=None,copy_X=True,verbose=0,n_jobs=None,positive=False,random_state=None,selection='cyclic'"
sklearn.linear_model.ElasticNet,Linear regression with combined L1 and L2 priors as regularizer.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.ElasticNet.html,"alpha=1.0,*,l1_ratio=0.5,fit_intercept=True,precompute=False,max_iter=1000,copy_X=True,tol=0.0001,warm_start=False,positive=False,random_state=None,selection='cyclic'"
sklearn.linear_model.SGDRegressor,Linear model fitted by minimizing a regularized empirical loss with SGD.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.SGDRegressor.html,"loss='squared_error',*,penalty='l2',alpha=0.0001,l1_ratio=0.15,fit_intercept=True,max_iter=1000,tol=0.001,shuffle=True,verbose=0,epsilon=0.1,random_state=None,learning_rate='invscaling',eta0=0.01,power_t=0.25,early_stopping=False,validation_fraction=0.1,n_iter_no_change=5,warm_start=False,average=False"
sklearn.linear_model.RidgeCV,Ridge regression with built-in cross-validation.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.RidgeCV.html,"alphas=(0.1﹐ 1.0﹐ 10.0),*,fit_intercept=True,scoring=None,cv=None,gcv_mode=None,store_cv_values=False,alpha_per_target=False"
sklearn.linear_model.Ridge,Linear least squares with l2 regularization.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.Ridge.html,"alpha=1.0,*,fit_intercept=True,copy_X=True,max_iter=None,tol=0.0001,solver='auto',positive=False,random_state=None"
sklearn.linear_model.LinearRegression,Ordinary least squares Linear Regression.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LinearRegression.html,"*,fit_intercept=True,copy_X=True,n_jobs=None,positive=False"
sklearn.linear_model.SGDOneClassSVM,Solves linear One-Class SVM using Stochastic Gradient Descent.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.SGDOneClassSVM.html,"nu=0.5,fit_intercept=True,max_iter=1000,tol=0.001,shuffle=True,verbose=0,random_state=None,learning_rate='optimal',eta0=0.0,power_t=0.5,warm_start=False,average=False"
sklearn.linear_model.SGDClassifier,"Linear classifiers (SVM, logistic regression, etc.) with SGD training.",https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.SGDClassifier.html,"loss='hinge',*,penalty='l2',alpha=0.0001,l1_ratio=0.15,fit_intercept=True,max_iter=1000,tol=0.001,shuffle=True,verbose=0,epsilon=0.1,n_jobs=None,random_state=None,learning_rate='optimal',eta0=0.0,power_t=0.5,early_stopping=False,validation_fraction=0.1,n_iter_no_change=5,class_weight=None,warm_start=False,average=False"
sklearn.linear_model.RidgeClassifierCV,Ridge classifier with built-in cross-validation.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.RidgeClassifierCV.html,"alphas=(0.1﹐ 1.0﹐ 10.0),*,fit_intercept=True,scoring=None,cv=None,class_weight=None,store_cv_values=False"
sklearn.linear_model.RidgeClassifier,Classifier using Ridge regression.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.RidgeClassifier.html,"alpha=1.0,*,fit_intercept=True,copy_X=True,max_iter=None,tol=0.0001,class_weight=None,solver='auto',positive=False,random_state=None"
sklearn.linear_model.Perceptron,Linear perceptron classifier.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.Perceptron.html,"*,penalty=None,alpha=0.0001,l1_ratio=0.15,fit_intercept=True,max_iter=1000,tol=0.001,shuffle=True,verbose=0,eta0=1.0,n_jobs=None,random_state=0,early_stopping=False,validation_fraction=0.1,n_iter_no_change=5,class_weight=None,warm_start=False"
sklearn.linear_model.PassiveAggressiveClassifier,Passive Aggressive Classifier.,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.PassiveAggressiveClassifier.html,"*,C=1.0,fit_intercept=True,max_iter=1000,tol=0.001,early_stopping=False,validation_fraction=0.1,n_iter_no_change=5,shuffle=True,verbose=0,loss='hinge',n_jobs=None,random_state=None,warm_start=False,class_weight=None,average=False"
sklearn.linear_model.LogisticRegressionCV,"Logistic Regression CV (aka logit, MaxEnt) classifier.",https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LogisticRegressionCV.html,"*,Cs=10,fit_intercept=True,cv=None,dual=False,penalty='l2',scoring=None,solver='lbfgs',tol=0.0001,max_iter=100,class_weight=None,n_jobs=None,verbose=0,refit=True,intercept_scaling=1.0,multi_class='auto',random_state=None,l1_ratios=None"
sklearn.linear_model.LogisticRegression,"Logistic Regression (aka logit, MaxEnt) classifier.",https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LogisticRegression.html,"penalty='l2',*,dual=False,tol=0.0001,C=1.0,fit_intercept=True,intercept_scaling=1,class_weight=None,random_state=None,solver='lbfgs',max_iter=100,multi_class='auto',verbose=0,warm_start=False,n_jobs=None,l1_ratio=None"
sklearn.kernel_ridge.KernelRidge,Kernel ridge regression.,https://scikit-learn.org/stable/modules/generated/sklearn.kernel_ridge.KernelRidge.html,"alpha=1,*,kernel='linear',gamma=None,degree=3,coef0=1,kernel_params=None"
sklearn.kernel_approximation.SkewedChi2Sampler,Approximate feature map for “skewed chi-squared” kernel.,https://scikit-learn.org/stable/modules/generated/sklearn.kernel_approximation.SkewedChi2Sampler.html,"*,skewedness=1.0,n_components=100,random_state=None"
sklearn.kernel_approximation.RBFSampler,Approximate a RBF kernel feature map using random Fourier features.,https://scikit-learn.org/stable/modules/generated/sklearn.kernel_approximation.RBFSampler.html,"*,gamma=1.0,n_components=100,random_state=None"
sklearn.kernel_approximation.PolynomialCountSketch,Polynomial kernel approximation via Tensor Sketch.,https://scikit-learn.org/stable/modules/generated/sklearn.kernel_approximation.PolynomialCountSketch.html,"*,gamma=1.0,degree=2,coef0=0,n_components=100,random_state=None"
sklearn.kernel_approximation.Nystroem,Approximate a kernel map using a subset of the training data.,https://scikit-learn.org/stable/modules/generated/sklearn.kernel_approximation.Nystroem.html,"kernel='rbf',*,gamma=None,coef0=None,degree=None,kernel_params=None,n_components=100,random_state=None,n_jobs=None"
sklearn.kernel_approximation.AdditiveChi2Sampler,Approximate feature map for additive chi2 kernel.,https://scikit-learn.org/stable/modules/generated/sklearn.kernel_approximation.AdditiveChi2Sampler.html,"*,sample_steps=2,sample_interval=None"
sklearn.isotonic.isotonic_regression,Solve the isotonic regression model.,https://scikit-learn.org/stable/modules/generated/sklearn.isotonic.isotonic_regression.html,"y,*,sample_weight=None,y_min=None,y_max=None,increasing=True"
