title,description,link,parameters
pandas.tseries.offsets.FY5253Quarter.is_on_offset,Return boolean whether a timestamp intersects with this frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253Quarter.is_on_offset.html,
pandas.tseries.offsets.FY5253Quarter.is_anchored,Return boolean whether the frequency is a unit frequency (n=1).,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253Quarter.is_anchored.html,
pandas.tseries.offsets.FY5253Quarter.onOffset,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253Quarter.onOffset.html,
pandas.tseries.offsets.FY5253Quarter.isAnchored,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253Quarter.isAnchored.html,
pandas.tseries.offsets.FY5253Quarter.get_weeks,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253Quarter.get_weeks.html,
pandas.tseries.offsets.FY5253Quarter.get_rule_code_suffix,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253Quarter.get_rule_code_suffix.html,
pandas.tseries.offsets.FY5253Quarter.copy,Return a copy of the frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253Quarter.copy.html,
pandas.tseries.offsets.FY5253Quarter.apply_index,Vectorized apply of DateOffset to DatetimeIndex.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253Quarter.apply_index.html,
pandas.tseries.offsets.FY5253Quarter.apply,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253Quarter.apply.html,
pandas.tseries.offsets.FY5253Quarter.weekday,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253Quarter.weekday.html,
pandas.tseries.offsets.FY5253Quarter.variation,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253Quarter.variation.html,
pandas.tseries.offsets.FY5253Quarter.startingMonth,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253Quarter.startingMonth.html,
pandas.tseries.offsets.FY5253Quarter.qtr_with_extra_week,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253Quarter.qtr_with_extra_week.html,
pandas.tseries.offsets.FY5253Quarter.n,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253Quarter.n.html,
pandas.tseries.offsets.FY5253Quarter.rule_code,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253Quarter.rule_code.html,
pandas.tseries.offsets.FY5253Quarter.normalize,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253Quarter.normalize.html,
pandas.tseries.offsets.FY5253Quarter.nanos,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253Quarter.nanos.html,
pandas.tseries.offsets.FY5253Quarter.name,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253Quarter.name.html,
pandas.tseries.offsets.FY5253Quarter.kwds,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253Quarter.kwds.html,
pandas.tseries.offsets.FY5253Quarter.freqstr,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253Quarter.freqstr.html,
pandas.tseries.offsets.FY5253Quarter,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253Quarter.html,
pandas.tseries.offsets.FY5253.is_year_end,Return boolean whether a timestamp occurs on the year end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.is_year_end.html,
pandas.tseries.offsets.FY5253.is_year_start,Return boolean whether a timestamp occurs on the year start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.is_year_start.html,
pandas.tseries.offsets.FY5253.is_quarter_end,Return boolean whether a timestamp occurs on the quarter end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.is_quarter_end.html,
pandas.tseries.offsets.FY5253.is_quarter_start,Return boolean whether a timestamp occurs on the quarter start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.is_quarter_start.html,
pandas.tseries.offsets.FY5253.is_month_end,Return boolean whether a timestamp occurs on the month end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.is_month_end.html,
pandas.tseries.offsets.FY5253.is_month_start,Return boolean whether a timestamp occurs on the month start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.is_month_start.html,
pandas.tseries.offsets.FY5253.__call__,Call self as a function.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.__call__.html,"*args,**kwargs"
pandas.tseries.offsets.FY5253.is_on_offset,Return boolean whether a timestamp intersects with this frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.is_on_offset.html,
pandas.tseries.offsets.FY5253.is_anchored,Return boolean whether the frequency is a unit frequency (n=1).,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.is_anchored.html,
pandas.tseries.offsets.FY5253.onOffset,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.onOffset.html,
pandas.tseries.offsets.FY5253.isAnchored,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.isAnchored.html,
pandas.tseries.offsets.FY5253.get_year_end,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.get_year_end.html,
pandas.tseries.offsets.FY5253.get_rule_code_suffix,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.get_rule_code_suffix.html,
pandas.tseries.offsets.FY5253.copy,Return a copy of the frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.copy.html,
pandas.tseries.offsets.FY5253.apply_index,Vectorized apply of DateOffset to DatetimeIndex.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.apply_index.html,
pandas.tseries.offsets.FY5253.apply,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.apply.html,
pandas.tseries.offsets.FY5253.weekday,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.weekday.html,
pandas.tseries.offsets.FY5253.variation,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.variation.html,
pandas.tseries.offsets.FY5253.startingMonth,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.startingMonth.html,
pandas.tseries.offsets.FY5253.n,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.n.html,
pandas.tseries.offsets.FY5253.rule_code,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.rule_code.html,
pandas.tseries.offsets.FY5253.normalize,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.normalize.html,
pandas.tseries.offsets.FY5253.nanos,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.nanos.html,
pandas.tseries.offsets.FY5253.name,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.name.html,
pandas.tseries.offsets.FY5253.kwds,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.kwds.html,
pandas.tseries.offsets.FY5253.freqstr,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.freqstr.html,
pandas.tseries.offsets.FY5253,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.FY5253.html,
pandas.tseries.offsets.YearBegin.is_year_end,Return boolean whether a timestamp occurs on the year end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.is_year_end.html,
pandas.tseries.offsets.YearBegin.is_year_start,Return boolean whether a timestamp occurs on the year start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.is_year_start.html,
pandas.tseries.offsets.YearBegin.is_quarter_end,Return boolean whether a timestamp occurs on the quarter end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.is_quarter_end.html,
pandas.tseries.offsets.YearBegin.is_quarter_start,Return boolean whether a timestamp occurs on the quarter start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.is_quarter_start.html,
pandas.tseries.offsets.YearBegin.is_month_end,Return boolean whether a timestamp occurs on the month end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.is_month_end.html,
pandas.tseries.offsets.YearBegin.is_month_start,Return boolean whether a timestamp occurs on the month start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.is_month_start.html,
pandas.tseries.offsets.YearBegin.__call__,Call self as a function.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.__call__.html,"*args,**kwargs"
pandas.tseries.offsets.YearBegin.is_on_offset,Return boolean whether a timestamp intersects with this frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.is_on_offset.html,
pandas.tseries.offsets.YearBegin.is_anchored,Return boolean whether the frequency is a unit frequency (n=1).,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.is_anchored.html,
pandas.tseries.offsets.YearBegin.onOffset,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.onOffset.html,
pandas.tseries.offsets.YearBegin.isAnchored,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.isAnchored.html,
pandas.tseries.offsets.YearBegin.copy,Return a copy of the frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.copy.html,
pandas.tseries.offsets.YearBegin.apply_index,Vectorized apply of DateOffset to DatetimeIndex.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.apply_index.html,
pandas.tseries.offsets.YearBegin.apply,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.apply.html,
pandas.tseries.offsets.YearBegin.month,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.month.html,
pandas.tseries.offsets.YearBegin.n,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.n.html,
pandas.tseries.offsets.YearBegin.rule_code,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.rule_code.html,
pandas.tseries.offsets.YearBegin.normalize,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.normalize.html,
pandas.tseries.offsets.YearBegin.nanos,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.nanos.html,
pandas.tseries.offsets.YearBegin.name,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.name.html,
pandas.tseries.offsets.YearBegin.kwds,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.kwds.html,
pandas.tseries.offsets.YearBegin.freqstr,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.freqstr.html,
pandas.tseries.offsets.YearBegin,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearBegin.html,
pandas.tseries.offsets.YearEnd.is_year_end,Return boolean whether a timestamp occurs on the year end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.is_year_end.html,
pandas.tseries.offsets.YearEnd.is_year_start,Return boolean whether a timestamp occurs on the year start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.is_year_start.html,
pandas.tseries.offsets.YearEnd.is_quarter_end,Return boolean whether a timestamp occurs on the quarter end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.is_quarter_end.html,
pandas.tseries.offsets.YearEnd.is_quarter_start,Return boolean whether a timestamp occurs on the quarter start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.is_quarter_start.html,
pandas.tseries.offsets.YearEnd.is_month_end,Return boolean whether a timestamp occurs on the month end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.is_month_end.html,
pandas.tseries.offsets.YearEnd.is_month_start,Return boolean whether a timestamp occurs on the month start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.is_month_start.html,
pandas.tseries.offsets.YearEnd.__call__,Call self as a function.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.__call__.html,"*args,**kwargs"
pandas.tseries.offsets.YearEnd.is_on_offset,Return boolean whether a timestamp intersects with this frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.is_on_offset.html,
pandas.tseries.offsets.YearEnd.is_anchored,Return boolean whether the frequency is a unit frequency (n=1).,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.is_anchored.html,
pandas.tseries.offsets.YearEnd.onOffset,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.onOffset.html,
pandas.tseries.offsets.YearEnd.isAnchored,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.isAnchored.html,
pandas.tseries.offsets.YearEnd.copy,Return a copy of the frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.copy.html,
pandas.tseries.offsets.YearEnd.apply_index,Vectorized apply of DateOffset to DatetimeIndex.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.apply_index.html,
pandas.tseries.offsets.YearEnd.apply,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.apply.html,
pandas.tseries.offsets.YearEnd.month,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.month.html,
pandas.tseries.offsets.YearEnd.n,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.n.html,
pandas.tseries.offsets.YearEnd.rule_code,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.rule_code.html,
pandas.tseries.offsets.YearEnd.normalize,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.normalize.html,
pandas.tseries.offsets.YearEnd.nanos,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.nanos.html,
pandas.tseries.offsets.YearEnd.name,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.name.html,
pandas.tseries.offsets.YearEnd.kwds,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.kwds.html,
pandas.tseries.offsets.YearEnd.freqstr,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.freqstr.html,
pandas.tseries.offsets.YearEnd,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.YearEnd.html,
pandas.tseries.offsets.BYearBegin.is_year_end,Return boolean whether a timestamp occurs on the year end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.is_year_end.html,
pandas.tseries.offsets.BYearBegin.is_year_start,Return boolean whether a timestamp occurs on the year start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.is_year_start.html,
pandas.tseries.offsets.BYearBegin.is_quarter_end,Return boolean whether a timestamp occurs on the quarter end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.is_quarter_end.html,
pandas.tseries.offsets.BYearBegin.is_quarter_start,Return boolean whether a timestamp occurs on the quarter start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.is_quarter_start.html,
pandas.tseries.offsets.BYearBegin.is_month_end,Return boolean whether a timestamp occurs on the month end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.is_month_end.html,
pandas.tseries.offsets.BYearBegin.is_month_start,Return boolean whether a timestamp occurs on the month start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.is_month_start.html,
pandas.tseries.offsets.BYearBegin.__call__,Call self as a function.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.__call__.html,"*args,**kwargs"
pandas.tseries.offsets.BYearBegin.is_on_offset,Return boolean whether a timestamp intersects with this frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.is_on_offset.html,
pandas.tseries.offsets.BYearBegin.is_anchored,Return boolean whether the frequency is a unit frequency (n=1).,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.is_anchored.html,
pandas.tseries.offsets.BYearBegin.onOffset,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.onOffset.html,
pandas.tseries.offsets.BYearBegin.isAnchored,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.isAnchored.html,
pandas.tseries.offsets.BYearBegin.copy,Return a copy of the frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.copy.html,
pandas.tseries.offsets.BYearBegin.apply_index,Vectorized apply of DateOffset to DatetimeIndex.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.apply_index.html,
pandas.tseries.offsets.BYearBegin.apply,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.apply.html,
pandas.tseries.offsets.BYearBegin.month,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.month.html,
pandas.tseries.offsets.BYearBegin.n,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.n.html,
pandas.tseries.offsets.BYearBegin.rule_code,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.rule_code.html,
pandas.tseries.offsets.BYearBegin.normalize,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.normalize.html,
pandas.tseries.offsets.BYearBegin.nanos,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.nanos.html,
pandas.tseries.offsets.BYearBegin.name,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.name.html,
pandas.tseries.offsets.BYearBegin.kwds,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.kwds.html,
pandas.tseries.offsets.BYearBegin.freqstr,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.freqstr.html,
pandas.tseries.offsets.BYearBegin,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearBegin.html,
pandas.tseries.offsets.BYearEnd.is_year_end,Return boolean whether a timestamp occurs on the year end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.is_year_end.html,
pandas.tseries.offsets.BYearEnd.is_year_start,Return boolean whether a timestamp occurs on the year start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.is_year_start.html,
pandas.tseries.offsets.BYearEnd.is_quarter_end,Return boolean whether a timestamp occurs on the quarter end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.is_quarter_end.html,
pandas.tseries.offsets.BYearEnd.is_quarter_start,Return boolean whether a timestamp occurs on the quarter start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.is_quarter_start.html,
pandas.tseries.offsets.BYearEnd.is_month_end,Return boolean whether a timestamp occurs on the month end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.is_month_end.html,
pandas.tseries.offsets.BYearEnd.is_month_start,Return boolean whether a timestamp occurs on the month start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.is_month_start.html,
pandas.tseries.offsets.BYearEnd.__call__,Call self as a function.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.__call__.html,"*args,**kwargs"
pandas.tseries.offsets.BYearEnd.is_on_offset,Return boolean whether a timestamp intersects with this frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.is_on_offset.html,
pandas.tseries.offsets.BYearEnd.is_anchored,Return boolean whether the frequency is a unit frequency (n=1).,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.is_anchored.html,
pandas.tseries.offsets.BYearEnd.onOffset,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.onOffset.html,
pandas.tseries.offsets.BYearEnd.isAnchored,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.isAnchored.html,
pandas.tseries.offsets.BYearEnd.copy,Return a copy of the frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.copy.html,
pandas.tseries.offsets.BYearEnd.apply_index,Vectorized apply of DateOffset to DatetimeIndex.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.apply_index.html,
pandas.tseries.offsets.BYearEnd.apply,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.apply.html,
pandas.tseries.offsets.BYearEnd.month,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.month.html,
pandas.tseries.offsets.BYearEnd.n,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.n.html,
pandas.tseries.offsets.BYearEnd.rule_code,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.rule_code.html,
pandas.tseries.offsets.BYearEnd.normalize,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.normalize.html,
pandas.tseries.offsets.BYearEnd.nanos,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.nanos.html,
pandas.tseries.offsets.BYearEnd.name,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.name.html,
pandas.tseries.offsets.BYearEnd.kwds,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.kwds.html,
pandas.tseries.offsets.BYearEnd.freqstr,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.freqstr.html,
pandas.tseries.offsets.BYearEnd,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BYearEnd.html,
pandas.tseries.offsets.QuarterBegin.is_year_end,Return boolean whether a timestamp occurs on the year end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.is_year_end.html,
pandas.tseries.offsets.QuarterBegin.is_year_start,Return boolean whether a timestamp occurs on the year start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.is_year_start.html,
pandas.tseries.offsets.QuarterBegin.is_quarter_end,Return boolean whether a timestamp occurs on the quarter end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.is_quarter_end.html,
pandas.tseries.offsets.QuarterBegin.is_quarter_start,Return boolean whether a timestamp occurs on the quarter start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.is_quarter_start.html,
pandas.tseries.offsets.QuarterBegin.is_month_end,Return boolean whether a timestamp occurs on the month end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.is_month_end.html,
pandas.tseries.offsets.QuarterBegin.is_month_start,Return boolean whether a timestamp occurs on the month start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.is_month_start.html,
pandas.tseries.offsets.QuarterBegin.__call__,Call self as a function.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.__call__.html,"*args,**kwargs"
pandas.tseries.offsets.QuarterBegin.is_on_offset,Return boolean whether a timestamp intersects with this frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.is_on_offset.html,
pandas.tseries.offsets.QuarterBegin.is_anchored,Return boolean whether the frequency is a unit frequency (n=1).,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.is_anchored.html,
pandas.tseries.offsets.QuarterBegin.onOffset,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.onOffset.html,
pandas.tseries.offsets.QuarterBegin.isAnchored,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.isAnchored.html,
pandas.tseries.offsets.QuarterBegin.copy,Return a copy of the frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.copy.html,
pandas.tseries.offsets.QuarterBegin.apply_index,Vectorized apply of DateOffset to DatetimeIndex.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.apply_index.html,
pandas.tseries.offsets.QuarterBegin.apply,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.apply.html,
pandas.tseries.offsets.QuarterBegin.startingMonth,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.startingMonth.html,
pandas.tseries.offsets.QuarterBegin.n,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.n.html,
pandas.tseries.offsets.QuarterBegin.rule_code,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.rule_code.html,
pandas.tseries.offsets.QuarterBegin.normalize,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.normalize.html,
pandas.tseries.offsets.QuarterBegin.nanos,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.nanos.html,
pandas.tseries.offsets.QuarterBegin.name,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.name.html,
pandas.tseries.offsets.QuarterBegin.kwds,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.kwds.html,
pandas.tseries.offsets.QuarterBegin.freqstr,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.freqstr.html,
pandas.tseries.offsets.QuarterBegin,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterBegin.html,
pandas.tseries.offsets.QuarterEnd.is_year_end,Return boolean whether a timestamp occurs on the year end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.is_year_end.html,
pandas.tseries.offsets.QuarterEnd.is_year_start,Return boolean whether a timestamp occurs on the year start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.is_year_start.html,
pandas.tseries.offsets.QuarterEnd.is_quarter_end,Return boolean whether a timestamp occurs on the quarter end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.is_quarter_end.html,
pandas.tseries.offsets.QuarterEnd.is_quarter_start,Return boolean whether a timestamp occurs on the quarter start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.is_quarter_start.html,
pandas.tseries.offsets.QuarterEnd.is_month_end,Return boolean whether a timestamp occurs on the month end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.is_month_end.html,
pandas.tseries.offsets.QuarterEnd.is_month_start,Return boolean whether a timestamp occurs on the month start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.is_month_start.html,
pandas.tseries.offsets.QuarterEnd.__call__,Call self as a function.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.__call__.html,"*args,**kwargs"
pandas.tseries.offsets.QuarterEnd.is_on_offset,Return boolean whether a timestamp intersects with this frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.is_on_offset.html,
pandas.tseries.offsets.QuarterEnd.is_anchored,Return boolean whether the frequency is a unit frequency (n=1).,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.is_anchored.html,
pandas.tseries.offsets.QuarterEnd.onOffset,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.onOffset.html,
